imdb_id,title,year,title_year,plot,imdb_rating,tomatometer,metascore,avg_rating,f1_skepticism,f1_serenity,f1_fear,f1_disgust,f1_solidarity,f1_elation,f1_envy,f1_puzzlement,f1_recklessness,f1_loyalty,f1_trust,f1_sadness,f1_shame,f1_catharsis,f1_unease,f1_introspection,f1_excitement,f1_riskiness,f1_mischief,f1_enlightenment,f1_love,f1_tension,f1_sarcasm,f1_frustration,f1_longing,f1_awe,f1_defiance,f1_amusement,f1_vulnerability,f1_surprise,f1_compassion,f1_resentment,f1_triumph,f1_happiness,f1_acceptance,f1_bravery,f1_hope,f1_conflict,f1_exhilaration,f1_inspiration,f1_curiosity,f1_regret,f1_nostalgia,f1_irony,f1_despair,f1_resignation,f1_closeness,f1_adrenaline,f1_belonging,f1_anger,plot_feelings,f2_skepticism,f2_serenity,f2_fear,f2_disgust,f2_solidarity,f2_elation,f2_envy,f2_puzzlement,f2_recklessness,f2_loyalty,f2_trust,f2_sadness,f2_shame,f2_catharsis,f2_unease,f2_introspection,f2_excitement,f2_riskiness,f2_mischief,f2_enlightenment,f2_love,f2_tension,f2_sarcasm,f2_frustration,f2_longing,f2_awe,f2_defiance,f2_amusement,f2_vulnerability,f2_surprise,f2_compassion,f2_resentment,f2_triumph,f2_happiness,f2_acceptance,f2_bravery,f2_hope,f2_conflict,f2_exhilaration,f2_inspiration,f2_curiosity,f2_regret,f2_nostalgia,f2_irony,f2_despair,f2_resignation,f2_closeness,f2_adrenaline,f2_belonging,f2_anger,gpt_feelings,f3_skepticism,f3_serenity,f3_fear,f3_disgust,f3_solidarity,f3_elation,f3_envy,f3_puzzlement,f3_recklessness,f3_loyalty,f3_trust,f3_sadness,f3_shame,f3_catharsis,f3_unease,f3_introspection,f3_excitement,f3_riskiness,f3_mischief,f3_enlightenment,f3_love,f3_tension,f3_sarcasm,f3_frustration,f3_longing,f3_awe,f3_defiance,f3_amusement,f3_vulnerability,f3_surprise,f3_compassion,f3_resentment,f3_triumph,f3_happiness,f3_acceptance,f3_bravery,f3_hope,f3_conflict,f3_exhilaration,f3_inspiration,f3_curiosity,f3_regret,f3_nostalgia,f3_irony,f3_despair,f3_resignation,f3_closeness,f3_adrenaline,f3_belonging,f3_anger,entropy,era,taste_gap,diversity_group
tt8579674,1917,2019,1917 (2019),"April 1917, the Western Front. Two British soldiers are sent to deliver an urgent message to an isolated regiment. If the message is not received in time the regiment will walk into a trap and be massacred. To get to the regiment they will need to cross through enemy territory. Time is of the essence and the journey will be fraught with danger.",82,88.0,78.0,82.5,-0.3283711117549626,-0.16706410107203298,-0.4599740053260944,-0.5209510919038162,-0.7132637730979725,-0.9002752270423839,-0.9717219969708178,-0.42032526915023605,-0.6006758816587875,-0.4651264503523591,-0.8088169134856554,-0.03842931445049881,-0.6564265905067221,-0.3155339522400144,-0.2566847257969045,-0.38287428869061657,-0.24791904895104588,0.24398834193068258,-0.2150343370440448,-0.36654025542885604,-0.7152445820542008,0.5861726034375216,-0.48877165485211627,-0.6988753685195805,-0.2688394626408986,-0.26355838505919776,-0.24740112951702692,-0.8985369823936329,-0.5954121064309338,-0.6981443119883665,-0.5785836410668712,-0.7214430734331128,-0.12584031412712887,-0.828310509699459,-0.7027300287751561,0.3014458444740776,-0.5979250877426722,-0.27589815187034517,-0.46267131885726953,-0.6503502196973862,-0.9951508722065043,-0.05775054066961517,-0.47541316982214693,-0.9357709626385812,-0.09358194351925855,-0.21173958038082397,0.11094749632306232,0.285552270613697,-0.48482312949076395,-0.49853683699506374,"bravery, conflict, tension",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"bravery,tension,triumph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.657302424009587,Era 4 (2001-2024) Modern,-74.2,Medium (Q2)
tt1022603,(500) Days of Summer,2009,(500) Days of Summer (2009),"After it looks as if she's left his life for good this time, Tom Hansen reflects back on the just over one year that he knew Summer Finn. For Tom, it was love at first sight when she walked into the greeting card company where he worked, she the new administrative assistant. Soon, Tom knew that Summer was the woman with whom he wanted to spend the rest of his life. Although Summer did not believe in relationships or boyfriends - in her assertion, real life will always ultimately get in the way - Tom and Summer became more than just friends. Through the trials and tribulations of Tom and Summer's so-called relationship, Tom could always count on the advice of his two best friends, McKenzie and Paul. However, it is Tom's adolescent sister, Rachel, who is his voice of reason. After all is said and done, Tom is the one who ultimately has to make the choice to listen or not.",77,86.0,76.0,79.0,-0.313144684243502,-0.19182224729403755,-0.6716568525213531,-0.4326421669206927,1.0086886752000683,5.349982097735639,0.5789792142811606,-0.03444556746884588,0.14219783465585145,-0.6550964621593219,-0.6015411394646538,0.5601247107852129,-0.3221076428161558,1.363287712699661,-0.8039168751983894,-0.12338134031001424,-0.776904370437812,-0.6205393911439625,-0.06563975923014524,0.371607274021949,-0.0008013080714998707,-0.8275532024707632,-0.0863424089371225,0.9109718448324772,-0.17338944180178625,-0.35407907898566787,-0.2314769770389584,0.10037343209640326,-0.09692025670928886,-0.3101895456007671,0.19239617793691072,0.03917569432919918,-0.5894414088860621,1.4752112598994007,0.37572862712503774,-0.32852692732554456,1.2572554469958004,-0.10320733905968582,2.133457549782249,-0.30404360827824667,-0.17517184198027785,-0.07374038872437728,-0.3469246084698341,0.07388196455396705,-0.14156282703075052,-0.3272808627609677,-0.18647977851041572,-0.2628692035178379,-0.09875957386466466,-1.1298281306481437,"love, catharsis, loyalty",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"longing,love,regret",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.645272108507871,Era 4 (2001-2024) Modern,-69.4,Medium (Q2)
tt1179933,10 Cloverfield Lane,2016,10 Cloverfield Lane (2016),"After getting in a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",72,91.0,76.0,77.75,1.392787784860483,-0.227141374680778,0.5997692828446592,-0.3684812644570565,0.05422793096208532,-0.04338848086865911,-0.531737439974691,0.6292370947504546,-0.15772943215344293,-0.4321586833209113,0.9606855020817909,-0.3933701642355105,-0.450901759034633,0.304512825317351,1.7004391161113208,-0.41872709103652883,3.5652668955481066,0.4861301670403162,-0.11564329563474174,-0.4070098655808477,-0.8445650621894377,3.2264578411708076,-0.4488480894953713,-0.36859980016319294,-0.1882867133473106,-0.9026247689113946,-0.22845734814820073,-0.6949382472632054,0.4009196195411052,1.7145468116352633,-0.41118844150512196,-0.8186677626197272,-0.7103990575132969,-0.4231967270287894,-0.8228274115385845,0.1363213945367843,-0.0871305788021812,-0.4092179286200704,-0.12730340578433555,-0.6042480438641128,0.677387104979987,2.1683423543537947,-0.7354061140987744,-0.15364442150778465,0.005354939606241083,-0.10218922841711725,-0.08932724212778749,0.20848656946245248,0.38328095642248616,-0.3819800284275776,"puzzlement, sarcasm, introspection",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"unease,tension,fear",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.476885796856475,Era 4 (2001-2024) Modern,-64.4,Medium (Q2)
tt0050083,12 Angry Men,1957,12 Angry Men (1957),"The defense and the prosecution have rested, and the jury is filing into the jury room to decide if a young man is guilty or innocent of murdering his father. What begins as an open-and-shut case of murder soon becomes a detective story that presents a succession of clues creating doubt, and a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, AND each other. Based on the play, all of the action takes place on the stage of the jury room.",90,100.0,97.0,94.25,0.49291068531185117,-0.2083617862631361,-0.5805942632365205,-0.45910055504394753,-0.4369887674792392,-0.20109787587065803,0.18117913397706248,-0.07803412614146119,-0.23970255304358332,-0.5775567119698026,0.5126180545359443,-0.5969020829442118,-0.5500979752719308,0.346701659910286,-0.31967313730189584,0.06038264353312366,-0.2733897270317162,-0.47775772988072135,-0.3495367605835427,0.06667291335287007,-0.13124463584139467,1.068149337167675,-0.34334080363011504,-0.3269555434999228,-0.2719321705677968,0.6719555549646139,-0.12310522798660097,-0.906946666300565,-0.39266863212622605,-0.798628059869337,-0.09387993988824747,1.2214194725469194,0.30601213440110214,-0.7801939955911472,1.4218167480446386,-0.06815411005293745,-0.39903030269956574,0.8318337782882723,-0.5186100133066841,0.10577194900475986,0.19850091263110906,-1.0403609752112042,-0.6025255166908348,-0.7353922354654003,-0.5329562253007161,-0.17768153964565045,-0.17995765708560746,0.05040106193876102,-0.31599305494145324,2.3355288978608164,"anger, puzzlement, conflict",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"conflict,skepticism,enlightenment",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.383193393890157,Era 2 (1951-1975) Transition,-80.3,Low (Q1)
tt0114746,12 Monkeys,1995,Twelve Monkeys (1995),"James Cole, a prisoner of the state in the year 2035, can earn parole if he agrees to travel back in time and thwart a devastating plague. The virus has wiped out most of the Earth's population and the remainder live underground because the air is poisonous. Returning to the year 1990, six years before the start of the plague, Cole is soon imprisoned in a psychiatric facility because his warnings sound like mad ravings. There he meets a scientist named Dr. Kathryn Railly and Jeffrey Goines, the mad son of an eminent virologist. Cole is returned by the authorities to the year 2035, and finally ends up at his intended destination in 1996. He kidnaps Dr. Railly in order to enlist her help in his quest. Cole discovers graffiti by an apparent animal rights group called the Army of the Twelve Monkeys, but as he delves into the mystery, he hears voices, loses his bearings, and doubts his own sanity. He must figure out if Goines, who seems to be a raving lunatic, holds the key to the puzzle.",80,88.0,75.0,80.75,0.21460629420329347,-0.2011577990646141,-0.05711706527250504,0.27548780206448437,0.32664739980860763,-0.15471487223082908,0.07414268921005758,1.796269730122337,-0.2895974214030151,-0.6763823372994316,-0.1057177452211416,0.28782941360204667,-0.643427953740969,-0.36108843929428186,0.31460563045324524,0.06829587509161276,0.3487043183217187,0.044265463593301205,-0.24654399616161027,-0.3570264289913868,-0.39010267456395453,-0.153337307128373,-0.3085275622754426,0.4835268654366227,-0.23932606254443767,0.14047893319420038,-0.18016961740620835,-0.617504689782307,0.9782533781054655,-0.08016476206361796,-0.0665239458156636,1.7778698159170514,-0.3370788636518471,-0.6545530151812811,-0.3771132867227676,-0.5469583447063077,-0.1702585134055896,-0.20455120885516326,-0.28685024954378685,0.24314528611526484,1.0508703832074013,-0.3622947895543838,-0.26978676530913687,3.0620182533300166,0.7965394143904563,-0.3272808627609677,-0.32377071622989867,0.14877303405675926,0.09816699634667028,1.9464980639468499,"bravery, puzzlement, unease",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"puzzlement,unease,despair",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.689743528025203,Era 3 (1976-2000) Blockbuster,-72.5,High (Q3)
tt2024544,12 Years a Slave,2013,12 Years a Slave (2013),"Based on an incredible true story of one man's fight for survival and freedom. In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty personified by a malevolent slave owner, as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with a Canadian abolitionist will forever alter his life.",81,95.0,96.0,88.25,-0.37342148125399777,0.06330276410022877,0.07877276909788854,1.5232816404731775,-0.08243469312911159,-0.3439775146927192,1.0448382061902899,-0.035744624111149856,-0.6421158059160436,-0.11111870786932698,0.4263302533012587,1.722678091977632,5.47193965003,1.3766617603102114,0.019436763965292304,0.2874888937993154,-0.7836006296068393,-0.4040692597023469,0.08826441958330088,0.056212942197073464,0.7812227307781827,-0.1722135383466477,-0.3944739132830332,-0.4996349698820553,-0.07664402365259798,-0.3907373270582742,-0.020804769570255486,-0.8845399629079279,-0.1081855986120882,0.24628092851186528,1.8029490756097561,0.8775446602538746,0.39762295739224046,-0.4811024095101073,0.9926847444919924,0.6107769090859699,1.3645156766283542,0.5781720781155494,-0.3308418319659333,-0.5326597402211083,-0.6342219252229958,0.1470486415535214,0.37817830342360775,-0.2775629175493915,1.2761004684134305,0.7501117854256629,0.06676392802770281,-0.01674633789328066,-0.056399358930412376,0.08718424443147062,"awe, hope, bravery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"hope,anger,despair",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.95479310399185,Era 4 (2001-2024) Modern,-71.4,Very High (Q4)
tt1542344,127 Hours,2010,127 Hours (2010),"127 Hours is the true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah. Over the next five days Ralston examines his life and survives the elements to finally discover he has the courage and the wherewithal to extricate himself by any means necessary, scale a 65 foot wall and hike over eight miles before he can be rescued. Throughout his journey, Ralston recalls friends, lovers, family, and the two hikers he met before his accident. Will they be the last two people he ever had the chance to meet?",75,93.0,82.0,81.25,-0.18894877818776917,-0.11186297932513693,0.06422455778711567,0.05803462945546311,-0.6033930371044425,-0.2852143312532494,0.8169331601143762,-0.457761218683712,4.113677253913565,-0.6037501597164746,0.3970666439473909,0.3296388277142529,-0.39555276037316045,1.0464486979744534,0.47375783356639506,1.3794492516096848,0.49492009911180673,0.07573510925094497,0.22885712243844716,0.8091943475392391,-0.44985415129451833,0.6600136153701066,-0.522273936553127,0.50299143635779,0.09621265141871396,-0.0004798849383078086,-0.046248266693383555,-0.5613359836249936,-0.1485831444467857,0.5574519777801595,0.6064936912390166,-0.15008888222930342,3.9137501889700843,0.3950577332833603,0.028794607841021277,1.567197825760866,1.6441146859209999,1.076575619821657,1.2784165306498025,1.5593338859579964,0.108942969123599,1.0483246037024572,0.11019772684829178,-0.09038534397504025,0.7654722889950801,-0.1572816485230353,0.0003338438993209101,2.15785565831184,-0.6640188319199479,0.17683370581425906,"awe, triumph, bravery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bravery,triumph,despair",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.021305951400642,Era 4 (2001-2024) Modern,-66.8,Very High (Q4)
tt1436045,13 Assassins,2010,13 Assassins (2010),"In 1844, the peace of Feudal Japan is threatened by cruel Lord Naritsugu Matsudaira, who is politically rising and getting closer to his half-brother, the shogun. After the harakiri of the Namiya clan leader, samurai Shinzaemon Shimada is summoned by the shogun's advisor Sir Doi of the Akashi Clan to listen to the tragedy of Makino Uneme, whose son and daughter-in-law have been murdered by Naritsugu. Then Sir Doi shows a woman with arms, legs and tongue severed by Naritsugu and she writes with her forearm a request to Shinza to slaughter Naritsugu and his samurai. Shinza promises to kill Naritsugu and he gathers eleven other samurais and plots a plan to attack Naritsugu in his trip back to the Akashi land. But the cunning samurai Hanbei Kitou that is responsible for the security of his master foresees Shinza's intent. Shinza decides to go with his samurai through the mountain, where they find the hunter Koyata that guides them off the mountain and joins the group. Now the thirteen men prepare an ambush to Naritsugu and his army of two hundred samurai in a suicide mission to stop evil.",75,95.0,84.0,82.25,-0.4284617966794104,-0.28418224222634575,-0.4468864995979253,0.39320060931909745,0.4538208289006592,-1.0491216134079115,-0.29583854536011206,-0.23253544201059387,-0.14859009375466586,3.0213277748452088,0.5450098223786723,-0.4473346795162457,-0.23600096508937396,0.7239671474888902,-0.9315513565924937,-0.32736735423242475,0.052859183623623615,0.16548187233280925,-0.24018158005351303,-0.06954775104586719,-0.4713237947868711,0.16191447682720803,-0.32277730646286007,-1.1042056393423134,0.13361489492122225,-0.4022767217755741,0.011152753910505782,-0.4910604939371363,-0.8664818187854606,0.5043172559135003,-0.4599173975235927,-0.6313725029719841,0.42114565114582375,-0.830008665464607,-0.3033586834260355,0.3154441265756561,-0.4277708283512698,0.5765621940031023,-0.7133616109158706,0.8764267207662827,-0.4334739696083108,0.12081441278767915,-0.572439335544472,-0.4218560993475092,-0.6458630632669358,-0.3272808627609677,-0.4358552552900113,0.5055295992296079,0.047354570092773066,-0.5383705329025346,"bravery, tension, loyalty",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bravery,tension,triumph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75340082455116,Era 4 (2001-2024) Modern,-66.6,High (Q3)
tt0337563,13 Going on 30,2004,13 Going on 30 (2004),"After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. Thanks to some wishing dust, Jenna's prayer has been answered. With a knockout body, a dream apartment, a fabulous wardrobe, an athlete boyfriend, a dream job, and superstar friends, this can't be a better life. Unfortunately, Jenna realizes that this is not what she wanted. The only one that she needs is her childhood best friend, Matt, a boy that she thought destroyed her party. But when she finds him, he's a grown up, and not the same person that she knew.",63,65.0,57.0,62.0,-0.33604015800966613,-0.28418224222634575,-0.6316555437670769,-0.2336928086550211,-0.3066599933502568,-0.1874097183403355,-0.5612945146689541,-0.11747591859282859,2.9907817357348403,-0.5188639396425363,-1.1008221231018906,-0.21080931527181015,0.9004238241623284,-0.0948479334496287,-0.42385776799011043,-0.6735727257631682,1.253223444359818,-0.6329471112735926,-0.11564329563474174,-0.2972829123666755,-0.5934563385033741,-0.9123346087398175,-0.37542224243761574,-0.09925881731303382,0.3116630132424912,-0.57275767669697,-0.3344618257490181,0.4611255195096984,1.03462029592959,0.1369865466549965,-0.5913723385883399,-0.6033910340909172,-0.7755150981504586,1.4671607239539703,-0.6539203894736743,-0.5594201090937735,-0.2881766198428715,-0.4350185959796845,-0.12730340578433555,-0.252338800448993,-0.8641703431477448,0.2556179822164475,1.3439292057405243,-0.8840706920862083,-0.4193524628785494,-0.3272808627609677,-0.3203459106387099,-0.2628692035178379,-0.6640188319199479,-0.5193617429045083,"irony, introspection, vulnerability",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"longing,nostalgia,surprise",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.6459221125072725,Era 4 (2001-2024) Modern,-57.3,Medium (Q2)
tt0062622,2001: A Space Odyssey,1968,2001: A Space Odyssey (1968),"""2001"" is a story of evolution. Sometime in the distant past, someone or something nudged evolution by placing a monolith on Earth (presumably elsewhere throughout the universe as well). Evolution then enabled humankind to reach the moon's surface, where yet another monolith is found, one that signals the monolith placers that humankind has evolved that far. Now a race begins between computers (HAL) and human (Bowman) to reach the monolith placers. The winner will achieve the next step in evolution, whatever that may be.",83,92.0,84.0,85.5,-0.005856302211812725,0.15647679603306094,-0.10943880059757398,-0.3410029294745742,-0.5308393020127784,-0.2812261069859407,-0.6896711491060398,1.535654841378477,-0.3302790582282638,-0.5307719293444862,0.9236958380490026,-0.5999590385570337,-0.6704611110313172,-0.36108843929428186,-0.3138993678828539,1.9076961972206699,-0.36105242389394987,-0.1323278639186005,-0.23627372970449115,0.9525682167836271,-0.3788703713207332,-0.13342913213065297,-0.33319451250682003,0.2859681646532615,-0.2631182651322646,0.6404687721996237,-0.1706780925740248,-0.7776228043519635,-0.41772379896071005,-0.6971876866087582,-0.6697355845534357,1.277534051224498,0.1674097930965861,-0.7429007575691848,-0.16532243385323983,-0.3765989337602675,-0.08385172481044618,-0.08266786493312006,0.7958009602832522,0.7854021851693403,2.965294526899056,-0.07636837749906147,-0.4264919774159925,0.04867569104741479,-0.4271296334197899,-0.09542682349668077,-0.29704575561105984,0.22264741177523112,-0.4842249747375025,1.1008383944740947,"surprise, triumph, belonging",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"awe,puzzlement,enlightenment",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.658673002812833,Era 2 (1951-1975) Transition,-74.6,Medium (Q2)
